  0.166,  0.077,  0.086,  0.111,  0.081,  0.065,  0.089,  0.038,  0.067,  0.053
  0.620,  0.588,  0.710,  0.736,  0.651,  0.570,  1.491,  0.570,  0.665,  0.711
  0.268,  0.228,  0.192,  0.225,  0.260,  0.226,  0.212,  0.288,  0.182,  0.261
  1.636,  1.506,  1.610,  1.490,  1.586,  1.618,  1.508,  1.548,  1.655,  1.554
  0.241,  0.223,  0.243,  0.256,  0.462,  0.248,  0.285,  0.259,  0.239,  0.246
  0.266,  0.217,  0.235,  0.456,  0.239,  0.270,  0.291,  0.278,  0.279,  0.261
  0.322,  0.258,  0.362,  0.309,  0.316,  0.321,  0.290,  0.330,  0.314,  0.303
  0.118,  0.076,  0.119,  0.108,  0.105,  0.103,  0.119,  0.129,  0.137,  0.123
  0.818,  0.816,  0.778,  0.814,  0.765,  0.814,  0.735,  0.805,  0.748,  0.783
  3.534,  3.476,  4.059,  3.791,  3.615,  4.026,  3.981,  4.058,  4.188,  3.905
  1.455,  1.436,  2.912,  1.533,  1.418,  1.523,  1.815,  1.586,  1.571,  1.620
 30.954, 27.945, 30.003, 31.123, 27.654, 29.938, 30.734, 30.830, 31.395, 33.130
  0.923,  0.940,  0.965,  1.020,  0.946,  1.027,  1.036,  1.077,  1.209,  1.004
  1.342,  0.970,  1.053,  1.021,  1.623,  1.021,  1.052,  1.062,  1.036,  1.180
  1.259,  1.183,  1.279,  1.221,  1.227,  1.153,  1.251,  1.221,  1.108,  1.140
  3.207,  3.206,  3.212,  3.459,  3.050,  3.654,  3.525,  3.504,  3.578,  3.490
  1.251,  1.286,  1.280,  1.353,  1.406,  1.348,  1.245,  1.319,  1.284,  1.261
  6.786,  7.484,  5.961,  7.256,  6.904,  6.932,  7.414,  7.027,  6.907, 12.565
  7.680,  6.439,  7.556,  7.667,  7.889,  7.677,  7.913,  7.433,  7.313,  7.461
  0.715,  0.840,  0.743,  0.784,  0.752,  0.811,  0.846,  0.827,  0.884,  0.855
  0.844,  0.860,  0.860,  0.875,  0.770,  0.859,  0.983,  0.868,  0.808,  0.829
  3.532,  3.589,  3.533,  3.685,  3.502,  3.805,  3.619,  3.714,  3.807,  3.628
  0.387,  0.419,  0.359,  0.380,  0.422,  0.422,  0.393,  0.431,  0.396,  0.419
  1.813,  1.714,  1.819,  3.705,  1.687,  1.644,  1.584,  1.729,  1.679,  1.665
  0.291,  0.297,  0.267,  0.336,  0.281,  0.324,  0.311,  0.310,  0.300,  0.266
  5.565,  6.126,  5.233,  5.352, 12.428,  6.015,  5.889,  5.979,  6.122,  5.962
  8.558,  8.466,  8.851,  9.321,  8.822,  9.352, 10.049, 10.161,  9.777,  9.417
  1.469,  1.410,  3.275,  1.557,  1.458,  1.610,  1.726,  1.637,  1.696,  1.562
  0.399,  0.399,  0.435,  0.950,  0.426,  0.435,  0.525,  0.458,  0.494,  0.449
  0.217,  0.206,  0.253,  0.246,  0.245,  0.217,  0.236,  0.202,  0.218,  0.233
  0.226,  0.188,  0.220,  0.216,  0.217,  0.230,  0.248,  0.232,  0.217,  0.221
  0.227,  0.201,  0.189,  0.202,  0.189,  0.210,  0.240,  0.213,  0.216,  0.233
  0.446,  0.449,  0.451,  0.443,  0.440,  0.485,  0.503,  0.475,  0.471,  0.456
  0.386,  0.408,  0.357,  0.373,  0.369,  0.372,  0.401,  0.390,  0.436,  0.361
  0.334,  0.385,  0.345,  0.326,  0.335,  0.385,  0.405,  0.483,  0.452,  0.385
  0.577,  0.574,  0.587,  0.565,  0.585,  0.623,  1.322,  0.659,  0.600,  0.629
  0.171,  0.142,  0.124,  0.148,  0.205,  0.108,  0.121,  0.110,  0.110,  0.263
  0.423,  0.484,  0.454,  0.461,  0.447,  0.433,  0.512,  0.507,  0.439,  0.948
  0.296,  0.305,  0.312,  0.314,  0.305,  0.307,  0.328,  0.372,  0.352,  0.780
  0.327,  0.535,  0.335,  0.353,  0.362,  0.426,  0.390,  0.356,  0.407,  0.368
  0.524,  1.175,  0.490,  0.554,  0.502,  0.615,  0.549,  0.574,  0.599,  0.597
  0.341,  0.195,  0.181,  0.395,  0.151,  0.152,  0.154,  0.175,  0.174,  0.164
  0.558,  0.567,  0.585,  0.580,  0.531,  0.566,  0.631,  0.946,  0.636,  0.552
  0.183,  0.338,  0.190,  0.252,  0.230,  0.266,  0.269,  0.343,  0.262,  0.271
  0.457,  0.383,  0.450,  0.388,  0.451,  0.427,  0.421,  0.453,  0.457,  0.466
  9.470,  9.977, 10.003, 10.060,  9.998, 10.315, 10.472, 10.720, 17.129, 10.977
  4.884,  5.061,  4.955,  5.271,  5.004,  5.624,  5.406,  5.889,  5.503,  6.065
  4.333,  4.424,  4.306,  4.414,  4.553,  4.087,  4.227,  4.727,  4.432,  4.179
  5.403,  5.414,  5.414,  5.697,  9.967,  5.412,  5.874,  5.517,  5.666,  5.229
  1.308,  1.366,  1.446,  1.484,  1.399,  1.477,  1.599,  1.547,  1.489,  1.525
  0.150,  0.214,  0.148,  0.148,  0.139,  0.154,  0.180,  0.163,  0.145,  0.178
  1.491,  1.580,  2.354,  1.364,  1.366,  2.491,  1.357,  1.302,  1.443,  2.621
  3.045,  2.486,  2.781,  2.491,  2.490,  2.104,  2.308,  2.578,  2.503,  2.302
  9.349,  7.399,  8.164,  6.699,  8.750,  8.626,  6.174,  7.835,  5.905,  7.927
  3.241,  2.849,  4.026,  4.423,  4.264,  3.879,  3.404,  3.887,  3.680,  3.975
  0.637,  0.804,  0.746,  0.735,  1.125,  0.724,  0.799,  0.850,  0.862,  0.842
  0.795,  0.771,  0.829,  0.762,  0.807,  0.918,  0.874,  0.923,  0.949,  0.944
  2.049,  1.728,  1.873,  1.761,  2.079,  2.105,  1.891,  2.061,  1.860,  2.088
  0.735,  0.772,  0.689,  0.749,  0.764,  0.747,  0.658,  0.693,  0.677,  0.678
  0.254,  0.200,  0.231,  0.307,  0.223,  0.234,  0.207,  0.312,  0.305,  0.264
  0.422,  0.321,  0.435,  0.449,  0.504,  0.548,  0.526,  0.560,  0.463,  0.483
  0.175,  0.181,  0.181,  0.178,  0.232,  0.224,  0.217,  0.219,  0.194,  0.231
  0.544,  0.581,  0.639,  0.511,  0.481,  0.515,  0.559,  0.666,  0.483,  0.587
  5.492,  4.297,  4.719,  3.308,  4.705,  5.392,  3.887,  4.833,  3.848,  5.097
  6.463,  5.844,  7.249,  5.560,  3.795,  7.254,  4.631,  5.695,  4.573,  6.283
  1.991,  1.733,  1.344,  1.378,  1.953,  1.688,  1.542,  1.657,  1.304,  1.937
